742808867, 2, 1.6687931217249168, 1.0232007856090666
811088335, 2, 1.637769378886329, 1.0556071655547929
880121025, 2, 1.6638278074853392, 1.0826459627337981
912355585, 2, 1.6474068469768779, 1.0926928674851328
943352623, 2, 1.6173540456344755, 1.1007486113050713
979987210, 2, 1.6083478418921655, 1.1023387613825544
11737739, 2, 1.5993900424526488, 1.1015924920106741
43229060, 2, 1.601361864244268, 1.0984976022842028
79465540, 2, 1.600235794019834, 1.0965771733454779
111873406, 2, 1.6087784675448034, 1.0951964471942588
143793767, 2, 1.6186293567300754, 1.0959289539597832
178692211, 2, 1.6354791999309832, 1.1027753679719676
210910833, 2, 1.6530704153802562, 1.1149685919665835
242874978, 2, 1.672189926589005, 1.12803571558587
279155382, 2, 1.6561743074576218, 1.1421680426970198
311802372, 2, 1.6617811255350481, 1.1548702674112743
79172794, 2, 1.524544630443406, 1.7732763293249285
111608172, 2, 1.5261144846566905, 1.7869766611834794
143368557, 2, 1.518416961939749, 1.7987993719069502
143368557, 3, 1.8405773153811524, 1.0333757022690822
179224451, 2, 1.5091009522545769, 1.8074557590151514
179224451, 3, 1.8727777989114374, 1.0406681521711645
211792766, 2, 1.5140328557910241, 1.8143996513492264
211792766, 3, 1.8824725757028375, 1.0470410075137835
243052108, 2, 1.490235992838665, 1.8219874779124385
243052108, 3, 1.8565302037634734, 1.0537305870144429
279188205, 2, 1.4963864370683588, 1.8278234633631028
279188205, 3, 1.8628061192806258, 1.0588979220189572
311890299, 2, 1.4878475900611281, 1.8331160413887364
311890299, 3, 1.8391896707177668, 1.063334744819997
342793447, 2, 1.4828102801854348, 1.8370631707788136
342793447, 3, 1.8512837657730485, 1.0665583445837736
378595638, 2, 1.4598848024305811, 1.836661397331367
378595638, 3, 1.8508780327554242, 1.0655964185643259
411684598, 2, 1.479018287725784, 1.8325653861783171
411684598, 3, 1.8363550476892991, 1.0603235060644962
443280484, 2, 1.4637241387634234, 1.826680235580129
443280484, 3, 1.8467637771319521, 1.0549894407971194
479522584, 2, 1.4773875497759097, 1.8232177709646389
479522584, 3, 1.8329399628447811, 1.0515810310515852
511312084, 2, 1.4735565369263128, 1.8217740756134124
511312084, 3, 1.8411467520256541, 1.0500539551330346
543463622, 2, 1.459454006886397, 1.8226853797932638
543463622, 3, 1.8535256697998921, 1.0506263045956874
579343160, 2, 1.4721645732675168, 1.8233525899313536
579343160, 3, 1.837124757222719, 1.0513773081423188
611006333, 2, 1.4780005325481502, 1.8253821631652121
611006333, 3, 1.8427664404727253, 1.0531702764890423
643006074, 2, 1.4686223838411052, 1.8273911029374994
643006074, 3, 1.8410228954346552, 1.0562759134419533
681081840, 2, 1.4679625379122456, 1.8286644268685994
681081840, 3, 1.8504111632167306, 1.057037660859127
710978738, 2, 1.4736729777667894, 1.826952893640809
710978738, 3, 1.8696941226502723, 1.0554153369454711
742860713, 2, 1.4712626209698898, 1.8270376922435267
742860713, 3, 1.8766822212425947, 1.0553040045828905
779331128, 2, 1.4776278521553274, 1.8273094054149941
779331128, 3, 1.8658775421654359, 1.0541889741077761
811374913, 2, 1.4836398659935868, 1.8272201778887314
811374913, 3, 1.8887431679314202, 1.0529234967614411
843061206, 2, 1.4659261253684432, 1.8285745381674114
843061206, 3, 1.8666325732644073, 1.0519102993895266
879587485, 2, 1.4409938054847409, 1.8298106134862835
879587485, 3, 1.832460728502572, 1.0516024401405666
911241458, 2, 1.4505546398805804, 1.8291657881012051
911241458, 3, 1.8420351184737351, 1.0503221862816707
943411999, 2, 1.4508355691328516, 1.827456312531792
943411999, 3, 1.8343405731458975, 1.047372350990198
978882810, 2, 1.4562494559521797, 1.8285951829361575
978882810, 3, 1.808325372965562, 1.0465896087222386
11150946, 2, 1.4508535919144443, 1.8304882071287039
11150946, 3, 1.8241551358818984, 1.046419660153501
43138916, 2, 1.4327106776635936, 1.8338624290794769
43138916, 3, 1.804924345642714, 1.0473650880180456
79430788, 2, 1.4386232448541028, 1.835609007992502
79430788, 3, 1.8137330808514707, 1.0465213511185045
111208800, 2, 1.4359693849114206, 1.8355423383629348
111208800, 3, 1.8173281623928763, 1.0436190339177629
143099558, 2, 1.4219015682570999, 1.8353545708230654
143099558, 3, 1.7984742041447768, 1.0408160994236686
179530503, 2, 1.4056198058124831, 1.8350877031697421
179530503, 3, 1.7984515152719096, 1.0378463893691308
211381148, 2, 1.4140476553821191, 1.8358244925289444
211381148, 3, 1.7671449079206283, 1.0355534477122124
243187723, 2, 1.4112916024289575, 1.8380670042826983
243187723, 3, 1.7849591731371408, 1.0347120597536685
279569690, 2, 1.3920226778340912, 1.8401282000161134
279569690, 3, 1.7835324633145802, 1.0331189254220285
311111612, 2, 1.3968058017154257, 1.840846437784986
311111612, 3, 1.7982865132697301, 1.0306680591518145
343078070, 2, 1.3935917227424912, 1.8405238459348032
343078070, 3, 1.7865955420649344, 1.0265003574368186
379805611, 2, 1.3868481021916317, 1.8404037455899021
379805611, 3, 1.7720458622785904, 1.0227448682887537
411547118, 2, 1.3594307443807783, 1.8413000687089323
411547118, 3, 1.760487237912026, 1.0201572087182762
443246664, 2, 1.3677062921971899, 1.8399408041802816
479750865, 2, 1.3463622893634215, 1.8423815518327344
511867985, 2, 1.3605663022715282, 1.8434617303544028
543012391, 2, 1.3571359875345157, 1.8436389518389891
579550288, 2, 1.3424048276304548, 1.8448091041983616
611650668, 2, 1.3392260763800516, 1.8429027740707444
642784796, 2, 1.337438467876084, 1.8415211084674989
679587407, 2, 1.3338119553968566, 1.8409107363928936
711919363, 2, 1.3315609154706864, 1.8423538635798629
743271444, 2, 1.3360584208686452, 1.8466740284104886
779597919, 2, 1.3356130167541185, 1.8521160954550266
811534360, 2, 1.3122113709439984, 1.8553780245589275
842949734, 2, 1.3302050659458329, 1.8539486798261746
879415814, 2, 1.3108776832630713, 1.8520422665211922
911444398, 2, 1.3141784807792034, 1.8507934644755861
942848299, 2, 1.3002056354656664, 1.851590918002791
979364999, 2, 1.282600262717418, 1.8545610881803929
11591793, 2, 1.2819904157576929, 1.8583211133160729
43115797, 2, 1.2789624023959216, 1.8595379977861275
79454041, 2, 1.2804842714992397, 1.8601634023448694
111383771, 2, 1.2733743549383514, 1.8599718540542041
143259619, 2, 1.2673217957418756, 1.8604799228528031
179704258, 2, 1.246487423163142, 1.8623637958271742
211544363, 2, 1.2353037367093516, 1.8644026974801309
243105668, 2, 1.2221273864132078, 1.8658417492660557
279302389, 2, 1.2213869173992509, 1.8677152500568772
